sAddress,rAddress,sIPs,rIPs,protocol,duration,sBytesSum,rBytesSum,sBytesMin,rBytesMin,sBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,sWinTCP,rWinTCP,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,Label,AttackType
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.472902,2478,1866,52.0,52.0,59.0,41919.902,31566.803,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115159255702321,0.0162835861074513,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.022436,0.028986,0,BAD-MISCONF
16,4,7,1,2,0.477626,2080,3400,65.0,52.0,65.0,34838.965,56948.308,416,384,13.0,12.0,13.0,0.0,13.0,6.621,0.0153808363022342,0.0083793882738079,64.0,0.0,0.0,1.0,0.552,0.0,0.0,0.0,509.0,502.0,0.458,0.0,0.0,0.000679,0.018288,0,BAD-MISCONF
17,4,8,1,2,0.470878,1300,2320,65.0,52.0,65.0,22086.403,39415.735,260,240,13.0,12.0,13.0,0.0,13.0,6.0,0.0247438832333213,0.012073767490876,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.462,0.0,0.0,0.000462,0.024675,0,BAD-MISCONF
21,7,12,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.471515,2374,1866,52.0,52.0,59.35,40278.677,31659.651,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0120590772384252,0.0162591029857767,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.021297,0.02894,0,BAD-MISCONF
16,4,7,1,2,0.048882,1040,1232,65.0,52.0,65.0,170205.614,201628.189,208,192,13.0,12.0,13.0,0.0,13.0,9.6,0.0004936059315999,0.002572687048661,64.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,509.0,502.0,0.041,0.0,0.0,0.000456,0.005078,0,BAD-MISCONF
17,4,8,1,2,0.048486,650,848,65.0,52.0,65.0,107247.363,139916.56,130,120,13.0,12.0,13.0,0.0,13.0,8.571,0.0004592206743028,0.0037296185126671,64.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.00052,0.007686,0,BAD-MISCONF
16,4,7,1,2,0.499702,1170,1984,65.0,52.0,65.0,18731.163,31762.929,234,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0293546985177432,0.0151245810768821,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000527,0.031075,0,BAD-MISCONF
17,4,8,1,2,0.499917,780,1392,65.0,52.0,65.0,12482.076,22275.705,156,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0453538244420831,0.0217354712278946,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.494,0.0,0.0,0.000557,0.045262,0,BAD-MISCONF
16,3,7,0,2,0.487774,1886,1476,52.0,52.0,58.938,30932.362,24207.935,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0157167757711102,0.0174832551375679,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.0,0.0,0.014727,0.036762,0,BAD-MISCONF
16,4,7,1,2,0.49975,1040,1232,65.0,52.0,65.0,16648.326,19721.863,208,192,13.0,12.0,13.0,0.0,13.0,9.6,0.0332560698191324,0.0262553189930162,64.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000537,0.066967,0,BAD-MISCONF
17,4,8,1,2,0.499784,650,1056,65.0,52.0,65.0,10404.494,16903.301,130,120,13.0,12.0,13.0,0.0,13.0,6.667,0.0554647710588243,0.0293653572306913,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000534,0.062253,0,BAD-MISCONF
16,3,7,0,2,0.403896,2348,1634,52.0,52.0,58.7,46507.006,32364.756,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103562856331849,0.0161118793487548,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.199,0.0,0.0,0.021305,0.017138,0,BAD-MISCONF
16,4,7,1,2,0.499942,1040,1960,65.0,52.0,65.0,16641.935,31363.646,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0332451979319254,0.0151497233997691,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000559,0.033123,0,BAD-MISCONF
17,4,8,1,2,0.49985,650,1392,65.0,52.0,65.0,10403.119,22278.68,130,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0553940931955973,0.0217325687408447,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000528,0.049848,0,BAD-MISCONF
16,3,7,0,2,0.471878,2374,1866,52.0,52.0,59.35,40247.683,31635.289,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0120845941396859,0.0162539317690092,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.023447,0.028963,0,BAD-MISCONF
16,4,7,1,2,0.499824,1040,1232,65.0,52.0,65.0,16645.856,19718.937,208,192,13.0,12.0,13.0,0.0,13.0,9.6,0.0332670529683431,0.0263064786007529,64.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000495,0.059649,0,BAD-MISCONF
17,4,8,1,2,0.499916,650,848,65.0,52.0,65.0,10401.75,13570.283,130,120,13.0,12.0,13.0,0.0,13.0,8.571,0.0554890102810329,0.0384129194112924,64.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.00055,0.077339,0,BAD-MISCONF
16,3,7,0,2,0.471744,2374,1866,52.0,52.0,59.35,40259.114,31644.274,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0120643835801344,0.0162670036842083,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.02129,0.028964,0,BAD-MISCONF
16,4,7,1,2,0.499609,1040,1856,65.0,52.0,65.0,16653.021,29719.238,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332495371500651,0.0161163883824502,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000518,0.033152,0,BAD-MISCONF
17,4,8,1,2,0.499884,780,1160,65.0,52.0,65.0,12482.898,18564.309,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.045443903316151,0.0262673152120489,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000498,0.049913,0,BAD-MISCONF
16,3,7,0,2,0.487482,1886,1476,52.0,52.0,58.938,30950.879,24222.427,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0156984175405194,0.0174394794132398,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.0,0.0,0.014655,0.036671,0,BAD-MISCONF
16,4,7,1,2,0.499447,1040,1232,65.0,52.0,65.0,16658.419,19733.82,208,192,13.0,12.0,13.0,0.0,13.0,9.6,0.0332453886667887,0.0262866396653024,64.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000521,0.059531,0,BAD-MISCONF
17,4,8,1,2,0.499876,520,1160,65.0,52.0,65.0,8322.063,18564.601,104,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0712098394121442,0.0263092141402395,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.0005,0.067721,0,BAD-MISCONF
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.403833,2348,1634,52.0,52.0,58.7,46514.282,32369.82,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103546656095064,0.0161019229888916,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.199,0.0,0.0,0.021287,0.017082,0,BAD-MISCONF
16,4,7,1,2,0.499892,1040,1984,65.0,52.0,65.0,16643.594,31750.855,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.033241335550944,0.0151482134154348,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000525,0.031148,0,BAD-MISCONF
17,4,8,1,2,0.499514,650,1160,65.0,52.0,65.0,10410.12,18578.061,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554505454169379,0.0262728866777921,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000582,0.049862,0,BAD-MISCONF
16,3,7,0,2,0.472829,2478,1866,52.0,52.0,59.0,41926.37,31571.673,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115111455684754,0.016284967290944,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020338,0.028931,0,BAD-MISCONF
16,4,7,1,2,0.007008,910,1496,65.0,52.0,65.0,1038830.037,1707790.918,182,144,13.0,12.0,13.0,0.0,13.0,5.538,0.0005126916445218,0.00027099609375,64.0,0.0,0.0,1.0,0.462,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000586,0.000392,0,BAD-MISCONF
17,4,8,1,2,0.003199,520,800,65.0,52.0,65.0,1300443.613,2000682.482,104,72,13.0,12.0,13.0,0.0,13.0,5.143,0.0004237038748604,0.0002298355102539,64.0,0.0,0.0,1.0,0.429,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000494,0.00035,0,BAD-MISCONF
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.47197,2478,1866,52.0,52.0,59.0,42002.658,31629.12,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0114951482633265,0.0162580670981571,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.02242,0.028916,0,BAD-MISCONF
21,7,12,4,1,0.202077,80,0,40.0,52.0,40.0,3167.11,0.0,16,0,8.0,12.0,8.0,0.0,8.0,6.75,0.2020759582519531,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
2,11,20,7,0,0.004445,360,0,60.0,52.0,60.0,647935.934,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0008887767791748,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
15,6,6,3,1,0.002238,144,0,36.0,52.0,36.0,514781.396,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.0007456143697102,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
6,2,20,7,4,1e-06,107,0,107.0,52.0,107.0,856000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
9,11,20,7,0,0.320625,360,0,60.0,52.0,60.0,8982.46,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0641247749328613,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
7,1,20,7,0,1e-06,60,0,60.0,52.0,60.0,480000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-SSH
21,5,12,2,2,0.001055,88,520,44.0,40.0,44.0,667267.879,3942946.556,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003981590270996,9.582259438254616e-05,64.0,0.0,0.0,0.0,0.0,1.0,0.833,0.0,14600.0,853.333,0.0,0.0,0.0,0.000553,0.00034,0,BAD-PORTSCAN
21,5,12,2,2,0.415443,88,7296,44.0,40.0,44.0,1694.576,140495.731,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003390312194824,0.0025178316867712,64.0,0.0,0.0,0.0,0.0,1.0,0.988,0.0,14600.0,1011.663,0.0,0.0,0.0,0.000553,0.000134,0,BAD-PORTSCAN
21,5,12,2,2,0.421945,0,7920,65.0,44.0,65.0,0.0,150161.701,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.002357229840156,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.426216,44,7960,44.0,40.0,44.0,825.872,149407.835,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113731942525724,0.0023678607410854,64.0,0.0,0.0,0.0,0.0,1.0,0.994,0.0,14600.0,1018.343,0.0,0.0,0.0,0.000553,0.000349,0,BAD-PORTSCAN
21,5,12,2,2,0.409553,0,5060,65.0,44.0,65.0,0.0,98839.5,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0035925601658068,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.409447,0,5060,65.0,44.0,65.0,0.0,98865.054,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0035916315881829,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.428385,44,6068,44.0,40.0,44.0,821.691,113318.61,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113731942525724,0.0031268909899857,64.0,0.0,0.0,0.0,0.0,1.0,0.993,0.0,14600.0,1016.58,0.0,0.0,0.0,0.000553,0.000202,0,BAD-PORTSCAN
21,5,12,2,2,0.426615,0,6600,65.0,44.0,65.0,0.0,123764.974,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0028631815174282,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
7,1,20,7,0,0.28812,120,0,60.0,52.0,60.0,3331.947,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.288118839263916,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.428949,0,6600,65.0,44.0,65.0,0.0,123091.578,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0028788451380377,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.45644,44,4704,44.0,40.0,44.0,771.186,82446.759,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113731942525724,0.0043060284740519,64.0,0.0,0.0,0.0,0.0,1.0,0.991,0.0,14600.0,1014.43,0.0,0.0,0.0,0.000553,0.000443,0,BAD-PORTSCAN
21,5,12,2,2,0.430543,0,4180,65.0,44.0,65.0,0.0,77669.363,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0045802339594414,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.44858,44,3604,44.0,40.0,44.0,784.698,64273.921,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113731942525724,0.0055380132463243,64.0,0.0,0.0,0.0,0.0,1.0,0.988,0.0,14600.0,1011.512,0.0,0.0,0.0,0.000553,0.000306,0,BAD-PORTSCAN
21,5,12,2,2,0.45538,0,2640,65.0,44.0,65.0,0.0,46378.847,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.007718288292319,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.457576,0,2640,65.0,44.0,65.0,0.0,46156.259,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0077555098776089,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.47514,44,5584,44.0,40.0,44.0,740.834,94018.624,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113731942525724,0.0037709436719379,64.0,0.0,0.0,0.0,0.0,1.0,0.992,0.0,14600.0,1015.937,0.0,0.0,0.0,0.000553,0.000272,0,BAD-PORTSCAN
21,5,12,2,2,0.459565,0,5500,65.0,44.0,65.0,0.0,95742.719,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0037061610529499,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
21,5,12,2,2,0.457276,44,5936,44.0,40.0,44.0,769.776,103849.773,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113731942525724,0.0034124993566256,64.0,0.0,0.0,0.0,0.0,1.0,0.993,0.0,14600.0,1016.415,0.0,0.0,0.0,0.000553,0.000276,0,BAD-PORTSCAN
21,5,12,2,2,0.022102,0,616,65.0,44.0,65.0,0.0,222967.0,0,0,13.0,0.0,13.0,0.0,13.0,0.0,0.0113731942525724,0.0017000711881197,64.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,509.0,1024.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
16,4,7,1,2,0.499789,1040,1544,65.0,52.0,65.0,16647.024,24714.427,208,192,13.0,12.0,13.0,0.0,13.0,7.385,0.0332599322001139,0.0199648380279541,64.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000497,0.049108,0,BAD-MISCONF
17,4,8,1,2,0.499705,650,1056,65.0,52.0,65.0,10406.137,16905.97,130,120,13.0,12.0,13.0,0.0,13.0,6.667,0.0554685592651367,0.0293525948243982,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000512,0.06229,0,BAD-MISCONF
16,3,7,0,2,0.470522,2478,1866,52.0,52.0,59.0,42131.932,31726.467,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0114585132133669,0.0162056561174063,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.02239,0.028947,0,BAD-MISCONF
16,4,7,1,2,0.499989,1040,1960,65.0,52.0,65.0,16640.371,31360.7,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0332526048024495,0.0151511466864383,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000488,0.033192,0,BAD-MISCONF
17,4,8,1,2,0.49985,650,1160,65.0,52.0,65.0,10403.124,18565.576,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554682148827446,0.0262741038673802,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000484,0.062316,0,BAD-MISCONF
16,3,7,0,2,0.470825,2478,1866,52.0,52.0,59.0,42104.816,31706.048,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0114672183990478,0.01621675491333,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.02243,0.02891,0,BAD-MISCONF
16,4,7,1,2,0.499804,1040,1856,65.0,52.0,65.0,16646.531,29707.656,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332587401072184,0.0161226718656478,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000573,0.033159,0,BAD-MISCONF
17,4,8,1,2,0.499513,520,1160,65.0,52.0,65.0,8328.112,18578.097,104,120,13.0,12.0,13.0,0.0,13.0,6.0,0.000439132962908,0.0262901030088725,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000498,0.062282,0,BAD-MISCONF
16,3,7,0,2,0.470649,2478,1866,52.0,52.0,59.0,42120.557,31717.901,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0114629036042748,0.0162104820383006,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.020315,0.028941,0,BAD-MISCONF
16,4,7,1,2,0.499844,1040,1856,65.0,52.0,65.0,16645.189,29705.261,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.033253542582194,0.01612397163145,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000526,0.03601,0,BAD-MISCONF
17,4,8,1,2,0.499498,650,1056,65.0,52.0,65.0,10410.453,16912.983,130,120,13.0,12.0,13.0,0.0,13.0,6.667,0.000441551208496,0.0293685828938203,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000501,0.060031,0,BAD-MISCONF
16,3,7,0,2,0.471005,2478,1866,52.0,52.0,59.0,42088.724,31693.93,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0114648283981695,0.0162220741140431,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020318,0.028892,0,BAD-MISCONF
16,4,7,1,2,0.007469,910,1624,65.0,52.0,65.0,974697.345,1739459.878,182,168,13.0,12.0,13.0,0.0,13.0,6.0,0.0005137736980731,0.000276592042711,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000598,0.000374,0,BAD-MISCONF
17,4,8,1,2,0.004503,650,1032,65.0,52.0,65.0,1154770.817,1833420.744,130,96,13.0,12.0,13.0,0.0,13.0,5.333,0.0004746649000379,0.0002515316009521,64.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000502,0.000377,0,BAD-MISCONF
16,3,7,0,2,0.469806,2374,1866,52.0,52.0,59.35,40425.197,31774.818,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0120115891481057,0.016200172490087,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.001,0.0,0.0213,0.028936,0,BAD-MISCONF
16,4,7,1,2,0.476174,2080,3296,65.0,52.0,65.0,34945.215,55374.725,416,384,13.0,12.0,13.0,0.0,13.0,6.857,0.0153320681664251,0.0086479273709383,64.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,509.0,502.0,0.457,0.0,0.0,0.00056,0.01747,0,BAD-MISCONF
16,3,7,0,2,0.489131,1886,1476,52.0,52.0,58.938,30846.541,24140.771,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0157580683308262,0.0174671670664911,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.001,0.0,0.014712,0.03672,0,BAD-MISCONF
17,4,8,1,2,0.47038,1300,2320,65.0,52.0,65.0,22109.778,39457.45,260,240,13.0,12.0,13.0,0.0,13.0,6.0,0.0247049959082352,0.0120610029269487,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.459,0.0,0.0,0.000506,0.02466,0,BAD-MISCONF
16,3,7,0,2,0.403416,2348,1634,52.0,52.0,58.7,46562.362,32403.279,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103439734532282,0.0160880374908447,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.2,0.0,0.0,0.021312,0.017115,0,BAD-MISCONF
16,4,7,1,2,0.457509,1040,1960,65.0,52.0,65.0,18185.441,34272.561,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0005332628885904,0.013863874204231,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000587,0.000423,0,BAD-MISCONF
17,4,8,1,2,0.49989,650,1184,65.0,52.0,65.0,10402.291,18948.173,130,144,13.0,12.0,13.0,0.0,13.0,7.2,0.0004719893137613,0.026309941944323,64.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000537,0.059933,0,BAD-MISCONF
16,4,7,1,2,0.009084,1040,1856,65.0,52.0,65.0,915892.793,1634516.37,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005415280659993,0.000293001051872,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000634,0.000406,0,BAD-MISCONF
17,4,8,1,2,0.499891,780,1264,65.0,52.0,65.0,12482.719,20228.406,156,120,13.0,12.0,13.0,0.0,13.0,5.455,0.0454170053655451,0.0237935270581926,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000541,0.045317,0,BAD-MISCONF
16,3,7,0,2,0.470631,2478,1866,52.0,52.0,59.0,42122.178,31719.122,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0114600949171112,0.0162099640944908,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.02235,0.02891,0,BAD-MISCONF
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
