,sAddress,rAddress,sIPs,rIPs,protocol,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
sAckRate,-0.12555242081263834,-0.01767397726283919,-0.12582638220030803,-0.01708140931356722,-0.019781940643209314,-0.012112071963233086,0.030042213681276294,0.051213873344352685,0.024077310516149086,0.015490935932205217,-0.1201895615006903,-0.110648368036949,0.06268679453063372,-0.0003190688462590283,0.007095354711677824,-0.11110482475539461,0.017502637010782654,0.0017501800667405277,-0.013040553318725813,-0.09464857774543002,-0.11306267791378279,-0.11061795545872302,0.02715520026747762,0.0015302452354578418,0.005510468106319476,-0.09816118757428342,-0.05220476856729136,-0.13647088091861845,,-0.0007335580634493555,1.0,0.19081365184943738,,,-0.5268157707350797,-0.0317575126775055,0.27686494105008064,0.12524303406351667,-0.28577820038565455,-0.19469490933753533,-0.8009809518765479,0.00241177818229189,-0.3602608549273045,-0.7310879142915258,,,0.020985942044163153,0.11477542584989028,0.017558202478266078,0.006073097078536338,0.024647433183082126,0.11387434978254986
rAckRate,-0.20044909803381705,-0.0314010806068542,-0.19924176323448853,-0.030348274344662838,-0.03514626637001623,-0.041175895751662375,0.1496501723251242,-0.1977737681830725,0.15025690245772433,-0.12067935470595548,-0.06430940226395408,-0.07639118020304995,0.04470781127728011,0.30286038045344965,0.019877002123003223,0.030323974953340403,0.03110126508265806,-0.02623264952044929,0.08018460449220569,0.007435168558444544,-0.06844351398810268,-0.08251158945153754,0.020948857115994406,0.002718762917498298,0.005314831376506796,-0.02841162335846008,-0.004172325193125922,-0.0287804271361416,,0.9596183218221614,0.19081365184943738,1.0,,,-0.12324232591536584,-0.029091025689652866,0.2410646846432271,0.45807157514171487,-0.6779788013906443,-0.9975225383720305,-0.24117404354362829,-0.2971105740438668,-0.5441454260383158,-0.2865329966758614,,,0.06262726558428491,0.14020228027018666,0.031099189963510326,0.01013205688999939,0.05976541100470188,0.11856566528643514
sUrgRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rUrgRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sFinRate,0.16203572531070753,0.023278811312942852,0.16214697619260235,0.022498326124121067,0.026055259480575417,-0.02034289980987775,-0.06726339948036011,-0.0947187114433601,-0.04168357430983773,-0.02435002727665501,0.2911549469379619,0.3039780905255291,-0.0573215057899726,0.00042025308494729225,0.07022255169043957,0.28945433904959,-0.023015479320228134,-0.002112750880615339,0.08500324864576454,0.2025854400821446,0.285927574947627,0.30394671833947484,-0.03576675322090352,-0.002015522005547021,0.06818700337815148,0.2819231837477112,0.08697631798100787,0.19600209168414715,,2.5470595914004017e-05,-0.5268157707350797,-0.12324232591536584,,,1.0,0.8626140764887344,-0.2677381582583003,-0.23875309356589322,0.19477982136202282,0.1258684019175096,0.44488304248124655,-0.003176609791867963,0.5030852686772794,0.4905682366594401,,,-0.020946044196542134,-0.15100028492596398,0.02414922963433208,-0.007934716861486628,-0.013875394282964939,-0.14892758310109225
rFinRate,0.11264665872773849,0.016464920055470376,0.11257854698361419,0.01591288902322949,0.01842867999594526,-0.03309625666706971,-0.06053347944748361,-0.08013020726021143,-0.03666469452116579,-0.02457823709366293,0.2476135170806427,0.26313703778728786,-0.029545493536117334,0.00029724169991762273,0.07959510771646976,0.24320557018578362,-0.01626009375568039,-0.0014005665781954032,0.08013708682658595,0.1612994952449541,0.24587882803228814,0.26311749038750304,-0.02529754309656238,-0.001425562853929842,0.07665087009936042,0.24202934079279242,0.06854511823957597,0.141042099404742,,-0.00030675408656953123,-0.0317575126775055,-0.029091025689652866,,,0.8626140764887344,1.0,-0.14604875261440317,-0.2059865944221389,0.05464866763949308,0.029821179020858107,0.05136744498822169,-0.0022467911083351028,0.36737202553689785,0.13278868526901794,,,-0.013688739905677837,-0.10674818158421435,0.04078057693260898,-0.00558036656540927,-0.004264960993519985,-0.10486042985376899
sPshRate,0.015916029970965695,0.32845088000639133,0.09200098015638389,0.3656244505501061,-0.16227214581510557,-0.2911779684837135,-0.7139111583068459,-0.22440613435025664,-0.7126453221420875,-0.32277124580510996,-0.22761810576341218,-0.2575026789023282,0.2609103600271387,0.06797256587113573,0.06534747493255978,-0.33781097682449646,0.14224697693170135,0.014361310311740757,-0.37773293572398553,-0.4637943068500909,-0.23061686982847865,-0.2585364448337945,0.22275532501690606,0.0035689042712331496,0.047247888351626924,-0.3444930503507152,0.06639663778870838,-0.08246582796810903,,0.14199149309513906,0.27686494105008064,0.2410646846432271,,,-0.2677381582583003,-0.14604875261440317,1.0,-0.47471439241189767,-0.40762655059167774,-0.23621312299564917,-0.3506202835998113,-0.1293745638849416,-0.49141664989310724,-0.3833557398220961,,,-0.8415926630410234,0.3752548922687826,-0.1374918912194852,0.0492402568596724,-0.8335366849017563,0.1999517563782322
rPshRate,-0.23767114287208116,-0.29786878191636784,-0.2961696749140039,-0.32621747772641646,0.0881792295821055,0.2473964661548994,0.7451089811735085,0.07418013082302102,0.7160931880515642,0.1472325337612266,-0.09958767740722856,-0.09522163105651638,-0.1492215421598278,0.1423792837201499,-0.10103741177116689,0.07375214245764551,-0.07816384020389737,-0.027352208188025934,0.26155309798949256,0.2080839605041506,-0.09690759816272629,-0.09784772925202957,-0.1472115013593633,0.012760776606760239,-0.09520601509125076,0.05077854414874671,-0.1223858410167496,0.04761065246252392,,0.4238265385649499,0.12524303406351667,0.45807157514171487,,,-0.23875309356589322,-0.2059865944221389,-0.47471439241189767,1.0,-0.3264760476369993,-0.45734044484041747,-0.15964411523973251,-0.13061743231668568,-0.3362660706450655,-0.19320964529222143,,,0.7428828399486918,-0.08841344349109459,0.14405900956317763,0.043334105948269294,0.7314944350949841,0.13919244588853266
sSynRate,0.16944814014491316,0.02590891994625115,0.16875593831049604,0.025040253243103352,0.028999059401529026,0.026530558636272218,-0.10266664161178182,0.11130911815619658,-0.09357628340793626,0.08789497779491227,0.11981024565115946,0.1512816173125314,-0.07361211455818896,-0.23468736056463194,-0.0225934665050477,0.08322941800447686,-0.0256540003224058,-0.0023418891017507417,-0.009163953191923063,0.07886278784401217,0.12485237466670693,0.15511843190863134,-0.039807786294589684,-0.002243241615287785,-0.0032403036504184968,0.11731379641948993,0.028314937454797934,0.053993666553231824,,-0.5803637255806968,-0.28577820038565455,-0.6779788013906443,,,0.19477982136202282,0.05464866763949308,-0.40762655059167774,-0.3264760476369993,1.0,0.6590577229463354,0.36142897832779225,0.43548329099572297,0.8158459493667654,0.3838030662048521,,,-0.037436238055844215,-0.168845837235326,-0.025599081390289716,-0.007944431904322308,-0.033452695881443804,-0.16728588052475576
rSynRate,0.20095277946958978,0.03144207387576534,0.19976199430480437,0.03038789320322274,0.03519214887853736,0.043313794092119724,-0.14951883804784988,0.20188483508895788,-0.14986366783661026,0.12437677494821955,0.06667876103280275,0.07848516357359618,-0.043916001424045156,-0.2998868827191432,-0.0183701420563903,-0.0276226013507641,-0.031143506215747116,0.026762383316432995,-0.0789920655166082,-0.005492641723053456,0.07055134413646665,0.08457927581503669,-0.02048201391787443,-0.0027223121896007762,-0.0043182220122139105,0.030604667306825078,0.004280645206037875,0.031010064078508783,,-0.9605532049926084,-0.19469490933753533,-0.9975225383720305,,,0.1258684019175096,0.029821179020858107,-0.23621312299564917,-0.45734044484041747,0.6590577229463354,1.0,0.2460813164515271,0.22920358794062629,0.5329671604348829,0.29201732950723636,,,-0.062382510008539234,-0.1392048850750029,-0.03113804760149862,-0.01020470093037699,-0.05948475268481167,-0.11718618696031402
sRstRate,0.15977305002262687,0.02250336868745915,0.16011539911495634,0.021748882312573107,0.025187330334724006,0.00234469488680647,-0.04731419503166898,-0.07457670544322209,-0.03785620316393472,-0.030039702903342812,0.15629816964775506,0.14628552417171262,-0.06806859890946206,0.0004062539957680651,-0.003154112146552645,0.14879035038168537,-0.022273313261215243,-0.002108033003515218,0.01646438454069428,0.11482463726090474,0.14721931581732509,0.14624709791608823,-0.03457532361353205,-0.001948382766575962,-0.004160391067075727,0.1324755717444985,0.06891650244109063,0.18567110438872278,,0.0007103623676471634,-0.8009809518765479,-0.24117404354362829,,,0.44488304248124655,0.05136744498822169,-0.3506202835998113,-0.15964411523973251,0.36142897832779225,0.2460813164515271,1.0,-0.0030707934508173405,0.4905592914218103,0.9242995312804551,,,-0.027911482897086153,-0.14619765996142917,-0.02196820959110908,-0.007732562999295578,-0.03039566704814621,-0.14505388890529605
rRstRate,0.04597850337678753,0.007717067151717261,0.04543586020732396,0.007458331577460979,0.008637476560292278,-0.018168924395880214,-0.0412126635067531,-0.003681823138867946,-0.04492775066948413,-0.01838338123878906,-0.015219345914287998,-0.008297880221721296,-0.022528249487184356,-0.1201621343234805,-0.02569249878092434,-0.044660081385826195,-0.0076211351891607056,-0.0002793121464705726,-0.037315474106262826,-0.028328416915167118,-0.010579894837374716,-0.006328301134972192,-0.011856895641881308,-0.0006681577703206137,-0.014929116401569376,-0.022284238855498288,-0.000371925725419782,-0.022685664618839346,,-0.24015928039128417,0.00241177818229189,-0.2971105740438668,,,-0.003176609791867963,-0.0022467911083351028,-0.1293745638849416,-0.13061743231668568,0.43548329099572297,0.22920358794062629,-0.0030707934508173405,1.0,0.2951138433295569,0.001047347129918394,,,-0.01982350984615989,-0.05047987282494957,-0.007666515893572171,-0.0016835701161945144,-0.019556842076339565,-0.04996575507655651
sWinTCP,0.2544596921526529,0.03820936528686987,0.25427189352248075,0.037025059100245165,0.041702435746343136,0.003949783472652729,-0.1174367208299414,0.010232284389970536,-0.05254870038554596,0.10009291045693244,0.5310184495517859,0.5419019137832939,-0.09087845932425666,-0.13838451582941866,0.11933091348439087,0.48746579074104296,-0.03536383852459822,-0.003419564390272985,0.24474444409336973,0.39612547336571896,0.5294045172910314,0.5445092241346465,-0.056854098067957465,0.017763808977154728,0.12683679225899658,0.5071551701577423,0.07361512964794475,0.14071407228361482,,-0.3972402490344221,-0.3602608549273045,-0.5441454260383158,,,0.5030852686772794,0.36737202553689785,-0.49141664989310724,-0.3362660706450655,0.8158459493667654,0.5329671604348829,0.4905592914218103,0.2951138433295569,1.0,0.5897400176525356,,,0.011904371158796851,-0.24090080373437775,0.029520404605909083,-0.012052748673280808,0.03766950675593431,-0.23835593209059616
rWinTCP,0.19059909185449891,0.027044332594821113,0.19062325634781044,0.026082171352966588,0.030879417866844436,0.00864750611399072,-0.05899813159942667,-0.07841935762496087,-0.023806079099915452,0.016638374034908494,0.33813286825610345,0.37625324600667476,-0.07333982556702634,-0.0034066910627968336,0.05726018767989568,0.3741126066737823,-0.027310667391111414,0.059426862430491806,0.13155597670104524,0.29684878896726513,0.32844071873840247,0.3762776203421571,-0.04067075317396556,-0.0023907966575346883,0.05399311081827162,0.35959237687873546,0.08680721188047107,0.21422204716267326,,-0.0272218495879026,-0.7310879142915258,-0.2865329966758614,,,0.4905682366594401,0.13278868526901794,-0.3833557398220961,-0.19320964529222143,0.3838030662048521,0.29201732950723636,0.9242995312804551,0.001047347129918394,0.5897400176525356,1.0,,,-0.0030984672974609605,-0.17414492442605214,-0.02677558291592764,-0.009464115597370145,0.00437562709049757,-0.17124985943355306
sFragmentRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rFragmentRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sAckDelayMax,-0.15909995753220915,-0.3957866510901243,-0.24605919982198746,-0.4375855586178201,0.1625968333220132,0.3338471584131625,0.8849376989222,0.25915012632449275,0.8719486921007114,0.3564262830325445,0.08525037498647219,0.12613400211258613,-0.24280081377801743,0.0042657397246649185,-0.09221386166841108,0.2253374890251261,-0.14383594134238892,-0.014548519261411694,0.413854227535089,0.43609110348930097,0.08991692708159843,0.12584103429129959,-0.2223089613815452,-0.010991352130860452,-0.07769181229661723,0.22430292960382162,-0.1200882616368149,-0.006046134794585868,,0.06307426637761324,0.020985942044163153,0.06262726558428491,,,-0.020946044196542134,-0.013688739905677837,-0.8415926630410234,0.7428828399486918,-0.037436238055844215,-0.062382510008539234,-0.027911482897086153,-0.01982350984615989,0.011904371158796851,-0.0030984672974609605,,,1.0,-0.2978430740034464,0.1459415024675351,-0.04793397411805329,0.9863723923381349,-0.09768305782188774
rAckDelayMax,-0.1456435222241965,-0.1113525096942803,-0.2115651293260328,-0.12979172380996595,0.1191978834141481,0.6414152184768227,-0.0971428696766397,0.22195930362511562,-0.09508307076441415,0.17830639226623898,-0.1648769502117957,-0.1550859237077507,0.05870198458287788,0.015525209036346174,-0.03574468402756939,-0.17443203719631362,-0.10587550491108683,-0.016231230578270944,-0.03613408806300587,-0.08197067574331478,-0.15922261574149993,-0.15563236170446032,0.05853143723904179,-0.014690341397182725,-0.026941016273656405,-0.17740847338064628,0.39790427024311303,0.508393761075614,,0.0983881738093742,0.11477542584989028,0.14020228027018666,,,-0.15100028492596398,-0.10674818158421435,0.3752548922687826,-0.08841344349109459,-0.168845837235326,-0.1392048850750029,-0.14619765996142917,-0.05047987282494957,-0.24090080373437775,-0.17414492442605214,,,-0.2978430740034464,1.0,-0.05476600774380895,-0.05418959714572169,-0.30074987729222946,0.7042385545810779
sAckDelayMin,-0.05039214902931654,-0.10485318763028899,-0.08318841321023457,-0.11772781132435517,0.06288246716053604,0.06638259164976323,0.14414623779015143,0.06583465737368366,0.1378671953729816,0.07231921150275662,-0.020913633810407582,-0.015298076658468671,-0.046725150011522526,0.2774029124688023,-0.02779950469704806,0.07046436505954937,-0.055578600035392625,-0.004840117201556869,0.04932801536736615,0.045078941929364395,-0.018596228914655143,-0.015414895550769666,-0.04132653117407979,0.2619817228529669,-0.022319673971380162,0.0704196269602935,-0.005273879194820272,-0.00824491453751805,,0.022384335307064216,0.017558202478266078,0.031099189963510326,,,0.02414922963433208,0.04078057693260898,-0.1374918912194852,0.14405900956317763,-0.025599081390289716,-0.03113804760149862,-0.02196820959110908,-0.007666515893572171,0.029520404605909083,-0.02677558291592764,,,0.1459415024675351,-0.05476600774380895,1.0,0.09606449935924626,0.1768096557680888,-0.0004438133333069642
rAckDelayMin,-0.026210658779561063,-0.018053725105652976,-0.03821203610394546,-0.02126375200216265,0.02175002413126269,0.03661514680426304,-0.06460833604140379,-0.06809359801527691,-0.06704752191480702,-0.0701179278506692,-0.01028360536095953,-0.008419817038215526,0.00718008809046245,0.037374108472429265,-0.0018350689064931514,-0.0031400020865605003,-0.01925065743120945,-0.001995561105534478,-0.04502298171055434,-0.03612131437432607,-0.00944386264642275,-0.008456059309924852,0.008181626177422437,0.03431607872896567,-0.00022716409187141433,-0.003476426176601919,0.14423227352103285,0.23099681111380735,,0.008109192467534063,0.006073097078536338,0.01013205688999939,,,-0.007934716861486628,-0.00558036656540927,0.0492402568596724,0.043334105948269294,-0.007944431904322308,-0.01020470093037699,-0.007732562999295578,-0.0016835701161945144,-0.012052748673280808,-0.009464115597370145,,,-0.04793397411805329,-0.05418959714572169,0.09606449935924626,1.0,-0.042662881413233614,0.38587093805038936
sAckDelayAvg,-0.14790436752482844,-0.38649161165410567,-0.23301558133850883,-0.4274572151612858,0.16040956500987444,0.3239989653195651,0.8712973418992669,0.2532181193824876,0.8628217365628453,0.3562898265075152,0.11710683051173373,0.15808713492863194,-0.23953022083617517,0.018519828893195187,-0.07732684334676197,0.2648496458494701,-0.14190145698932397,-0.014362686921028725,0.4278609100569549,0.45430297229990113,0.1214041213648816,0.15779995499338606,-0.21962033519080215,0.0029738575038536718,-0.06363621707769937,0.2638209383369676,-0.11401006217280163,0.0006978678303981199,,0.061540314374714855,0.024647433183082126,0.05976541100470188,,,-0.013875394282964939,-0.004264960993519985,-0.8335366849017563,0.7314944350949841,-0.033452695881443804,-0.05948475268481167,-0.03039566704814621,-0.019556842076339565,0.03766950675593431,0.00437562709049757,,,0.9863723923381349,-0.30074987729222946,0.1768096557680888,-0.042662881413233614,1.0,-0.10895137407645336
rAckDelayAvg,-0.07117410771268066,-0.035892283603542754,-0.0882971283826184,-0.040665398904738866,0.02555022519670911,0.498847921953426,-0.10253192392163062,-0.12295759941642409,-0.1239291782671741,-0.1522445121767127,-0.15494296918240105,-0.15340659667857381,0.03480596239621505,0.03191831936435793,-0.035553555966958986,-0.13629864894085864,-0.023125048164100076,-0.009599068548401011,-0.15414763425029193,-0.1660789478568348,-0.15251409910155803,-0.15387671391213326,0.02865420717056162,0.004195920084848599,-0.03355445603154819,-0.1388403543680503,0.4186442873979528,0.7456795226391975,,0.07616718353740828,0.11387434978254986,0.11856566528643514,,,-0.14892758310109225,-0.10486042985376899,0.1999517563782322,0.13919244588853266,-0.16728588052475576,-0.11718618696031402,-0.14505388890529605,-0.04996575507655651,-0.23835593209059616,-0.17124985943355306,,,-0.09768305782188774,0.7042385545810779,-0.0004438133333069642,0.38587093805038936,-0.10895137407645336,1.0
