sAddress,rAddress,sIPs,rIPs,protocol,duration,sBytesSum,rBytesSum,sBytesMin,rBytesMin,sBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,sWinTCP,rWinTCP,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,Label
16,4,7,1,2,0.008969,1040,1856,65.0,52.0,65.0,927627.769,1655458.788,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005373954772949,0.000289294027513,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000584,0.000428,1
17,4,8,1,2,0.499497,650,1160,65.0,52.0,65.0,10410.473,18578.691,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004706647660997,0.0262771029221384,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000476,0.049895,1
16,3,7,0,2,0.477266,2478,1866,52.0,52.0,59.0,41536.575,31278.147,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116193410826892,0.0164403504338757,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020283,0.028971,1
15,6,6,3,1,0.002308,144,0,36.0,52.0,36.0,499146.82,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.0007689793904622,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.05178,1040,1856,65.0,52.0,65.0,160679.701,286751.466,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005382696787516,0.0016702913468883,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.043,0.001,0.0,0.000632,0.003237,1
17,4,8,1,2,0.499117,650,1056,65.0,52.0,65.0,10418.4,16925.893,130,120,13.0,12.0,13.0,0.0,13.0,6.667,0.0004663202497694,0.0293455825132482,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000501,0.059957,1
20,7,11,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.476487,2478,1866,52.0,52.0,59.0,41604.496,31329.293,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.011608658767328,0.0164115511137863,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020322,0.028912,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,299084224.938,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.9073486328125e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.008861,1040,1856,65.0,52.0,65.0,938934.156,1675636.34,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005287965138753,0.0002858100398894,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000546,0.00042,1
17,4,8,1,2,0.499969,780,1160,65.0,52.0,65.0,12480.773,18561.149,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0454516410827636,0.0262728490327533,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000455,0.04989,1
16,3,7,0,2,0.476149,2478,1866,52.0,52.0,59.0,41634.015,31351.522,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115967087629364,0.0163992437823065,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.022384,0.028949,1
20,7,11,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.499904,1040,1984,65.0,52.0,65.0,16643.197,31750.098,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0005273342132568,0.0151485746557062,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000596,0.031086,1
17,4,8,1,2,0.499903,650,1392,65.0,52.0,65.0,10402.018,22276.321,130,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0554156568315294,0.0217348699984343,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000507,0.049849,1
16,3,7,0,2,0.476548,2478,1866,52.0,52.0,59.0,41599.167,31325.281,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116065130001161,0.0164127925346637,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.02031,0.028901,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.499387,1040,1544,65.0,52.0,65.0,16660.423,24734.321,208,192,13.0,12.0,13.0,0.0,13.0,7.385,0.0005270640055338,0.0199607181549072,64.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.00057,0.041511,1
17,4,8,1,2,0.499727,650,1056,65.0,52.0,65.0,10405.68,16905.228,130,120,13.0,12.0,13.0,0.0,13.0,6.667,0.0554623338911268,0.0293726500342873,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.495,0.001,0.0,0.000537,0.060035,1
16,3,7,0,2,0.476752,2478,1866,52.0,52.0,59.0,41581.38,31311.887,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116124385740698,0.0164201012973127,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.020275,0.028956,1
16,4,7,1,2,0.499862,1170,1856,65.0,52.0,65.0,18725.168,29704.198,234,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0294035883510813,0.0160944846368605,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000552,0.031108,1
17,4,8,1,2,0.499481,650,1160,65.0,52.0,65.0,10410.806,18579.285,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554363197750515,0.0262761116027832,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000416,0.04993,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.050808,910,1416,65.0,52.0,65.0,143284.524,222957.018,182,168,13.0,12.0,13.0,0.0,13.0,7.0,0.0005098489614633,0.0022089999655018,64.0,0.0,0.0,1.0,0.583,0.0,0.0,0.0,509.0,502.0,0.043,0.001,0.0,0.000551,0.004716,1
17,4,8,1,2,0.003323,520,800,65.0,52.0,65.0,1251833.936,1925898.363,104,72,13.0,12.0,13.0,0.0,13.0,5.143,0.0004424367632184,0.0002375382643479,64.0,0.0,0.0,1.0,0.429,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000528,0.000362,1
16,3,7,0,2,0.476483,2478,1866,52.0,52.0,59.0,41604.85,31329.56,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116039252862697,0.0164106221034609,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020327,0.028848,1
16,3,7,0,2,0.475986,2478,1866,52.0,52.0,59.0,41648.279,31362.264,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115957841640565,0.0163895179485452,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.022391,0.028923,1
16,4,7,1,2,0.481305,2080,3712,65.0,52.0,65.0,34572.677,61698.932,416,384,13.0,12.0,13.0,0.0,13.0,6.0,0.0154962539672851,0.0076397449251205,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.464,0.0,0.0,0.000551,0.015385,1
17,4,8,1,2,0.477905,1300,2320,65.0,52.0,65.0,21761.643,38836.164,260,240,13.0,12.0,13.0,0.0,13.0,6.0,0.0251077350817228,0.0122539508037078,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.468,0.0,0.0,0.000543,0.027242,1
16,3,7,0,2,0.47632,2478,1866,52.0,52.0,59.0,41619.073,31340.271,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115998547251631,0.0164051055908203,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020288,0.028901,1
16,4,7,1,2,0.051832,1040,1544,65.0,52.0,65.0,160518.577,238308.349,208,192,13.0,12.0,13.0,0.0,13.0,7.385,0.0004998524983723,0.0020732402801513,64.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.00054,0.004051,1
17,4,8,1,2,0.499714,650,1288,65.0,52.0,65.0,10405.953,20619.797,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004572338528103,0.0237958544776553,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.00049,0.049876,1
16,3,7,0,2,0.477067,2478,1866,52.0,52.0,59.0,41553.908,31291.2,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116214926649884,0.016431792029019,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.020266,0.029017,1
16,4,7,1,2,0.008404,1040,1856,65.0,52.0,65.0,989997.359,1766764.518,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005038579305013,0.0002710665425946,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000546,0.000406,1
17,4,8,1,2,0.00432,650,1032,65.0,52.0,65.0,1203716.922,1911132.098,130,96,13.0,12.0,13.0,0.0,13.0,5.333,0.0004543463389078,0.0002341691185446,64.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000481,0.000379,1
4,2,20,7,4,1e-06,116,0,116.0,52.0,116.0,928000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.475775,2374,1866,52.0,52.0,59.35,39918.024,31376.172,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0121805912409073,0.0163885889382197,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.001,0.0,0.023449,0.02897,1
16,4,7,1,2,0.009204,1040,1856,65.0,52.0,65.0,903959.01,1613219.157,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005486647288004,0.0002968695855909,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000591,0.00043,1
17,4,8,1,2,0.499876,650,1184,65.0,52.0,65.0,10402.578,18948.697,130,144,13.0,12.0,13.0,0.0,13.0,7.2,0.0004358821445041,0.0263092141402395,64.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000462,0.060012,1
16,4,7,1,2,0.051493,1040,1856,65.0,52.0,65.0,161575.436,288350.008,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005475362141927,0.0016610314769129,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.000576,0.003275,1
17,4,8,1,2,0.499453,650,1160,65.0,52.0,65.0,10411.393,18580.332,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.000436332490709,0.0262689464970638,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.00047,0.049891,1
16,3,7,0,2,0.47596,2478,1866,52.0,52.0,59.0,41650.553,31363.976,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115926091263933,0.0163977557215197,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020303,0.028868,1
16,4,7,1,2,0.499347,1040,1984,65.0,52.0,65.0,16661.76,31785.511,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0005048592885335,0.015131697510228,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000594,0.031054,1
17,4,8,1,2,0.499419,650,1160,65.0,52.0,65.0,10412.098,18581.591,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.000468545489841,0.0262615304244192,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000489,0.049916,1
16,3,7,0,2,0.477278,2478,1866,52.0,52.0,59.0,41535.558,31277.382,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116270228130061,0.0164386486185008,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.022471,0.028941,1
6,2,20,7,4,1e-06,107,0,107.0,52.0,107.0,856000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.499376,1040,1856,65.0,52.0,65.0,16660.797,29733.115,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005459944407145,0.0160978994061869,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000554,0.033783,1
17,4,8,1,2,0.499826,780,1160,65.0,52.0,65.0,12484.345,18566.461,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0454386364329945,0.0262693605924907,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000507,0.049842,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,299084224.938,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.9073486328125e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.475343,2374,1866,52.0,52.0,59.35,39954.324,31404.704,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.012160484607403,0.0163910964439655,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.021239,0.028987,1
20,7,11,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.499405,1040,1856,65.0,52.0,65.0,16659.827,29731.383,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005419254302978,0.0160936770900603,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000567,0.031126,1
17,4,8,1,2,0.499935,650,1264,65.0,52.0,65.0,10401.353,20226.631,130,120,13.0,12.0,13.0,0.0,13.0,5.455,0.0554413265652126,0.0238063789549328,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000505,0.055353,1
16,3,7,0,2,0.48328,1886,1476,52.0,52.0,58.938,31219.997,24433.041,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0155727709493329,0.0174503533736519,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.199,0.0,0.0,0.014802,0.036673,1
16,4,7,1,2,0.499388,1040,1856,65.0,52.0,65.0,16660.391,29732.391,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005293369293212,0.0160979686244841,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000571,0.033771,1
17,4,8,1,2,0.49952,650,1184,65.0,52.0,65.0,10409.991,18962.2,130,144,13.0,12.0,13.0,0.0,13.0,7.2,0.0554040008121066,0.0262904794592606,64.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000496,0.059927,1
29,11,20,7,0,4e-06,180,0,60.0,52.0,60.0,372958156.152,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.430511474609375e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.403607,2348,1634,52.0,52.0,58.7,46540.33,32387.947,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103488702040452,0.0160994434356689,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.199,0.0,0.0,0.021319,0.017035,1
16,4,7,1,2,0.007893,1040,1728,65.0,52.0,65.0,1054112.807,1751448.971,208,168,13.0,12.0,13.0,0.0,13.0,5.6,0.0005109310150146,0.0002593418647503,64.0,0.0,0.0,1.0,0.467,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000474,0.000439,1
17,4,8,1,2,0.003171,520,800,65.0,52.0,65.0,1311883.439,2018282.214,104,72,13.0,12.0,13.0,0.0,13.0,5.143,0.00042040007455,0.0002292302938608,64.0,0.0,0.0,1.0,0.429,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000412,0.000367,1
6,2,20,7,4,0.000622,476,0,119.0,52.0,119.0,6123742.241,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0002069473266601,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.476203,2374,1866,52.0,52.0,59.35,39882.15,31347.975,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0121942605727758,0.0164031735781965,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.199,0.001,0.0,0.023541,0.028888,1
17,4,8,1,2,0.4697,1300,2112,65.0,52.0,65.0,22141.797,35971.904,260,240,13.0,12.0,13.0,0.0,13.0,6.667,0.0246788326062654,0.013410370690482,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.459,0.0,0.0,0.00048,0.027528,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.476444,2478,1866,52.0,52.0,59.0,41608.264,31332.131,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116040939238013,0.0164116168844288,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.020263,0.028965,1
16,4,7,1,2,0.476479,2080,3712,65.0,52.0,65.0,34922.833,62323.825,416,384,13.0,12.0,13.0,0.0,13.0,6.0,0.0153391591964229,0.0075631444416348,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.457,0.0,0.0,0.000522,0.015279,1
16,4,7,1,2,0.499944,1040,1984,65.0,52.0,65.0,16641.863,31747.555,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0005368073781331,0.015149788423018,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000581,0.031096,1
17,4,8,1,2,0.458819,650,1264,65.0,52.0,65.0,11333.446,22039.194,130,120,13.0,12.0,13.0,0.0,13.0,5.455,0.0004515647888183,0.0218484742300851,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000481,0.000448,1
16,3,7,0,2,0.476213,2478,1866,52.0,52.0,59.0,41628.429,31347.316,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115965343103176,0.0164031406928753,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.0224,0.028924,1
16,4,7,1,2,0.499843,1170,1440,65.0,52.0,65.0,18725.883,23047.24,234,192,13.0,12.0,13.0,0.0,13.0,8.0,0.0294024663812973,0.0216922656349513,64.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000535,0.044942,1
17,4,8,1,2,0.004797,650,1160,65.0,52.0,65.0,1084058.361,1934627.229,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004567835066053,0.0002524099851909,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000465,0.000421,1
16,3,7,0,2,0.475682,2478,1866,52.0,52.0,59.0,41674.895,31382.306,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115885850859851,0.0163833766148008,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020266,0.028893,1
16,4,7,1,2,0.499887,1040,1856,65.0,52.0,65.0,16643.76,29702.711,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332526683807373,0.016098968444332,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000626,0.03545,1
17,4,8,1,2,0.005091,650,1160,65.0,52.0,65.0,1021410.684,1822825.221,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.00045731332567,0.0002678946444862,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000499,0.000406,1
16,3,7,0,2,0.476961,2478,1866,52.0,52.0,59.0,41563.152,31298.16,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0116151658500113,0.0164247216849491,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.02029,0.028983,1
16,4,7,1,2,0.499875,1040,1544,65.0,52.0,65.0,16644.165,24710.184,208,192,13.0,12.0,13.0,0.0,13.0,7.385,0.0332352002461751,0.0199949550628662,64.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000545,0.048933,1
17,4,8,1,2,0.499914,650,1288,65.0,52.0,65.0,10401.79,20611.546,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004310078091091,0.0238053798675537,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000463,0.049894,1
16,3,7,0,2,0.476296,2478,1866,52.0,52.0,59.0,41621.177,31341.855,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115935395403606,0.016405204246784,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020311,0.028894,1
16,4,7,1,2,0.499795,1040,1856,65.0,52.0,65.0,16646.825,29708.18,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332488059997558,0.0161223873015372,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000632,0.033113,1
17,4,8,1,2,0.499859,780,1264,65.0,52.0,65.0,12483.517,20229.699,156,120,13.0,12.0,13.0,0.0,13.0,5.455,0.0454124537381258,0.0237920511336553,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000425,0.045352,1
15,6,6,3,1,0.002232,144,0,36.0,52.0,36.0,516156.171,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.0007436275482177,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.475989,2478,1866,52.0,52.0,59.0,41648.008,31362.059,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0115932197105593,0.0163924529634673,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.020295,0.028939,1
16,4,7,1,2,0.499827,1040,1568,65.0,52.0,65.0,16645.761,25096.686,208,216,13.0,12.0,13.0,0.0,13.0,8.308,0.0332452615102132,0.0199930381774902,64.0,0.0,0.0,1.0,0.692,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000525,0.044946,1
17,4,8,1,2,0.499927,650,1184,65.0,52.0,65.0,10401.522,18946.772,130,144,13.0,12.0,13.0,0.0,13.0,7.2,0.0554410086737738,0.0263118869379947,64.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000497,0.060007,1
16,4,7,1,2,0.499668,1040,1856,65.0,52.0,65.0,16651.059,29715.735,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332612673441569,0.0161103817724412,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000604,0.031096,1
17,4,8,1,2,0.499835,780,1160,65.0,52.0,65.0,12484.118,18566.125,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0454394600608132,0.0262729368711772,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000496,0.049849,1
16,3,7,0,2,0.476416,2374,1866,52.0,52.0,59.35,39864.327,31333.966,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0121955076853434,0.0164089696160678,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.199,0.001,0.0,0.023489,0.028931,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.49995,1170,1856,65.0,52.0,65.0,18721.873,29698.971,234,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0294087634367101,0.0161040982892436,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000504,0.033818,1
17,4,8,1,2,0.499967,650,1160,65.0,52.0,65.0,10400.688,18561.229,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554732216729058,0.0262875180495412,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000485,0.062307,1
