sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label
198.18.134.38,224.0.0.22,00:07:7c:8c:43:63,01:00:5e:00:00:16,198.18.134.38,224.0.0.22,IPV4-2,2023-03-10 10:37:13.071463,2023-03-10 10:37:13.071463,1678441033.071463,1678441033.071463,458.99264,458.99264,1e-06,1,0,40,0,40,,40,,40.0,,320000000.0,0.0,8,0,8,,8,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:37:14.874562,2023-03-10 10:37:14.874566,1678441034.874562,1678441034.874566,460.795739,460.795743,5e-06,3,0,180,0,60,,60,,60.0,,284972687.001,0.0,0,0,0,,0,,0.0,,2.0265579223632812e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0,Normal,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:15.680327,2023-03-10 10:37:16.158372,1678441035.680327,1678441036.158372,461.601504,462.079549,0.478046,42,30,2478,1866,65,65,52,52,59.0,62.2,41468.814,31227.121,294,306,13,13,0,0,7.0,10.2,0.011642851480623571,0.016466453157622237,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.2,0.0,0.0,0.02029,0.028952,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:15.444490,2023-03-10 10:37:15.920949,1678441035.44449,1678441035.920949,461.365667,461.842126,0.47646,32,64,2080,3712,65,64,65,52,65.0,58.0,34924.231,62326.32,416,384,13,12,13,0,13.0,6.0,0.015337482575447328,0.007562841687883649,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.458,0.0,0.0,0.000547,0.015237,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:15.454310,2023-03-10 10:37:15.926397,1678441035.45431,1678441035.926397,461.375487,461.847574,0.472088,20,40,1300,2320,65,64,65,52,65.0,58.0,22029.784,39314.692,260,240,13,12,13,0,13.0,6.0,0.02480552071019223,0.01210479858594063,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.462,0.0,0.0,0.000461,0.024762,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:16.280466,2023-03-10 10:37:16.758669,1678441036.280466,1678441036.758669,462.201643,462.679846,0.478204,40,30,2374,1866,65,65,52,52,59.35,62.2,39715.283,31216.815,294,306,13,13,0,0,7.35,10.2,0.01223899767949031,0.016471928563611262,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.198,0.2,0.001,0.0,0.02353,0.028957,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:16.411878,2023-03-10 10:37:16.911864,1678441036.411878,1678441036.911864,462.333055,462.833041,0.499987,16,32,1040,1880,65,64,65,52,65.0,58.75,16640.435,30080.786,208,216,13,12,13,0,13.0,6.75,0.0005115191141764323,0.01612857849367203,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.562,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.492,0.0,0.0,0.000551,0.035924,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:16.420852,2023-03-10 10:37:16.920535,1678441036.420852,1678441036.920535,462.342029,462.841712,0.499684,10,16,650,976,65,64,65,52,65.0,61.0,10406.574,15625.871,130,144,13,12,13,0,13.0,9.0,0.0004704263475206163,0.03331220944722493,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.495,0.0,0.0,0.000494,0.077349,1,BAD-PORTSCAN2,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:37:15.897826,2023-03-10 10:37:15.897830,1678441035.897826,1678441035.89783,461.819003,461.819007,5e-06,3,0,180,0,60,,60,,60.0,,284972687.001,0.0,0,0,0,,0,,0.0,,2.0265579223632812e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:16.912336,2023-03-10 10:37:17.411717,1678441036.912336,1678441037.411717,462.833513,463.332894,0.499382,16,32,1040,1856,65,64,65,52,65.0,58.0,16660.598,29732.76,208,192,13,12,13,0,13.0,6.0,0.0005104541778564453,0.016095545984083606,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.492,0.0,0.0,0.000527,0.031141,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:16.921272,2023-03-10 10:37:17.421058,1678441036.921272,1678441037.421058,462.842449,463.342235,0.499787,12,20,780,1160,65,64,65,52,65.0,58.0,12485.321,18567.914,156,120,13,12,13,0,13.0,6.0,0.04543508182872425,0.026261580617804276,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.495,0.0,0.0,0.000504,0.049871,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:16.880777,2023-03-10 10:37:17.357648,1678441036.880777,1678441037.357648,462.801954,463.278825,0.476872,40,30,2374,1866,65,65,52,52,59.35,62.2,39826.2,31303.997,294,306,13,13,0,0,7.35,10.2,0.012202690809200972,0.01642634950835129,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.197,0.199,0.001,0.0,0.023479,0.028935,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:17.412542,2023-03-10 10:37:17.912452,1678441037.412542,1678441037.912452,463.333719,463.833629,0.499911,16,22,1040,1336,65,64,65,52,65.0,60.727,16642.967,21379.811,208,192,13,12,13,0,13.0,8.727,0.0004988670349121094,0.023788713273547944,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.492,0.0,0.0,0.000471,0.048996,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:17.421288,2023-03-10 10:37:17.425357,1678441037.421288,1678441037.425357,463.342465,463.346534,0.00407,8,18,520,1032,65,64,65,52,65.0,57.333,1022090.448,2028456.428,104,96,13,12,13,0,13.0,5.333,0.0004279954092843192,0.00023935822879566867,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.001,0.0,0.0,0.000373,0.000439,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:17.481192,2023-03-10 10:37:17.958697,1678441037.481192,1678441037.958697,463.402369,463.879874,0.477506,42,30,2478,1866,65,65,52,52,59.0,62.2,41515.711,31262.436,294,306,13,13,0,0,7.0,10.2,0.011633710163395579,0.016446302677023,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.199,0.001,0.0,0.020316,0.028934,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:17.913181,2023-03-10 10:37:18.413020,1678441037.913181,1678441038.41302,463.834358,464.334197,0.49984,18,34,1170,1960,65,64,65,52,65.0,57.647,18725.999,31370.049,234,192,13,12,13,0,13.0,5.647,0.029381471521714154,0.015134905323837742,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.491,0.0,0.0,0.000598,0.029254,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:17.922070,2023-03-10 10:37:18.421927,1678441037.92207,1678441038.421927,463.843247,464.343104,0.499858,12,24,780,1392,65,64,65,52,65.0,58.0,12483.547,22278.329,156,144,13,12,13,0,13.0,6.0,0.04533954100175337,0.02173291081967561,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.494,0.0,0.0,0.000544,0.045266,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:18.081101,2023-03-10 10:37:18.558098,1678441038.081101,1678441038.558098,464.002278,464.479275,0.476998,40,30,2374,1866,65,65,52,52,59.35,62.2,39815.669,31295.72,294,306,13,13,0,0,7.35,10.2,0.012212692162929436,0.01643458728132577,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.197,0.199,0.0,0.0,0.023473,0.0289,1,BAD-PORTSCAN2,0,Normal
198.18.134.1,224.0.0.1,00:07:7c:88:6e:83,01:00:5e:00:00:01,198.18.134.1,224.0.0.1,IPV4-2,2023-03-10 10:37:06.868521,2023-03-10 10:37:06.870761,1678441026.868521,1678441026.870761,452.789698,452.791938,0.002241,4,0,144,0,36,,36,,36.0,,514069.403,0.0,16,0,4,,4,,4.0,,0.0007466475168863932,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0,Normal,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:18.413379,2023-03-10 10:37:18.913294,1678441038.413379,1678441038.913294,464.334556,464.834471,0.499916,16,34,1040,1984,65,64,65,52,65.0,58.353,16642.792,31749.326,208,216,13,12,13,0,13.0,6.353,0.03324960072835286,0.015148943120783026,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.492,0.0,0.0,0.000546,0.031121,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:18.422274,2023-03-10 10:37:18.921843,1678441038.422274,1678441038.921843,464.343451,464.84302,0.49957,10,16,650,976,65,64,65,52,65.0,61.0,10408.953,15629.443,130,144,13,12,13,0,13.0,9.0,0.05539499388800727,0.033304595947265626,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.495,0.0,0.0,0.000446,0.077404,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:18.680645,2023-03-10 10:37:19.158633,1678441038.680645,1678441039.158633,464.601822,465.07981,0.477989,42,30,2478,1866,65,65,52,52,59.0,62.2,41473.757,31230.844,294,306,13,13,0,0,7.0,10.2,0.011641514010545684,0.016465310392708613,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.2,0.0,0.0,0.020301,0.02893,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:18.913819,2023-03-10 10:37:19.413422,1678441038.913819,1678441039.413422,464.834996,465.334599,0.499604,16,22,1040,1336,65,64,65,52,65.0,60.727,16653.188,21392.942,208,192,13,12,13,0,13.0,8.727,0.03325519561767578,0.023779721487136113,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.492,0.0,0.0,0.000485,0.048961,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:18.922399,2023-03-10 10:37:19.422086,1678441038.922399,1678441039.422086,464.843576,465.343263,0.499688,10,18,650,1032,65,64,65,52,65.0,57.333,10406.495,16522.311,130,96,13,12,13,0,13.0,5.333,0.05549520916408963,0.029379886739394245,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.496,0.0,0.0,0.00051,0.055405,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:19.280762,2023-03-10 10:37:19.758112,1678441039.280762,1678441039.758112,465.201939,465.679289,0.477351,42,30,2478,1866,65,65,52,52,59.0,62.2,41529.19,31272.586,294,306,13,13,0,0,7.0,10.2,0.011625708603277439,0.016445209240091258,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.2,0.0,0.0,0.020314,0.028924,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:19.413883,2023-03-10 10:37:19.913672,1678441039.413883,1678441039.913672,465.33506,465.834849,0.49979,18,32,1170,1856,65,64,65,52,65.0,58.0,18727.866,29708.478,234,192,13,12,13,0,13.0,6.0,0.02939935291514677,0.01609263881560295,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.491,0.0,0.0,0.000587,0.031081,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:19.422415,2023-03-10 10:37:19.922344,1678441039.422415,1678441039.922344,465.343592,465.843521,0.49993,12,22,780,1288,65,64,65,52,65.0,58.545,12481.749,20610.888,156,144,13,12,13,0,13.0,6.545,0.045409809459339485,0.02377619062151228,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.495,0.0,0.0,0.000534,0.049812,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:19.880848,2023-03-10 10:37:20.358079,1678441039.880848,1678441040.358079,465.802025,466.279256,0.477232,38,30,2270,1866,65,65,52,52,59.737,62.2,38052.769,31280.382,294,306,13,13,0,0,7.737,10.2,0.012859402476130304,0.016456242265372442,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.632,0.8,0.0,0.0,0.0,0.0,503.105,506.2,0.0,0.0,0.198,0.199,0.0,0.0,0.022482,0.028907,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:19.913890,2023-03-10 10:37:20.413848,1678441039.91389,1678441040.413848,465.835067,466.335025,0.499959,16,30,1040,1752,65,64,65,52,65.0,58.4,16641.363,28034.297,208,192,13,12,13,0,13.0,6.4,0.03327166239420573,0.017221796101537245,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.533,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.492,0.0,0.0,0.000561,0.041411,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:19.922588,2023-03-10 10:37:20.422180,1678441039.922588,1678441040.42218,465.843765,466.343357,0.499593,8,20,520,1160,65,64,65,52,65.0,58.0,8326.781,18575.127,104,120,13,12,13,0,13.0,6.0,0.07117812974112374,0.026294306704872532,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.496,0.0,0.0,0.000459,0.06231,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:20.414175,2023-03-10 10:37:20.420968,1678441040.414175,1678441040.420968,466.335352,466.342145,0.006794,12,26,780,1496,65,64,65,52,65.0,57.538,918454.467,1761548.568,156,144,13,12,13,0,13.0,5.538,0.0005213780836625533,0.00027172088623046877,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.462,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.001,0.0,0.000604,0.000377,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:20.399679,2023-03-10 10:37:20.881832,1678441040.399679,1678441040.881832,466.320856,466.803009,0.482154,32,24,1886,1476,65,65,52,52,58.938,61.5,31292.91,24490.104,222,228,13,13,0,0,6.938,9.5,0.015534708576817666,0.017435301905092987,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,0.0,503.312,505.5,0.0,0.0,0.196,0.199,0.0,0.0,0.014663,0.036663,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:20.422745,2023-03-10 10:37:20.425947,1678441040.422745,1678441040.425947,466.343922,466.347124,0.003203,8,14,520,800,65,64,65,52,65.0,57.143,1298797.996,1998150.763,104,72,13,12,13,0,13.0,5.143,0.00042356763567243306,0.0002286067375769982,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.429,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.001,0.0,0.0,0.000446,0.000364,1,BAD-PORTSCAN2,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:37:16.921713,2023-03-10 10:37:16.921719,1678441036.921713,1678441036.921719,462.84289,462.842896,7e-06,3,0,180,0,60,,60,,60.0,,206882745.346,0.0,0,0,0,,0,,0.0,,2.9802322387695312e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:20.944590,2023-03-10 10:37:21.420549,1678441040.94459,1678441041.420549,466.865767,467.341726,0.47596,32,52,2080,3088,65,64,65,52,65.0,59.385,34960.934,51903.54,416,384,13,12,13,0,13.0,7.385,0.015335775190784086,0.009322372137331496,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.455,0.0,0.0,0.000569,0.018825,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:20.954596,2023-03-10 10:37:21.358450,1678441040.954596,1678441041.35845,466.875773,467.279627,0.403855,40,26,2348,1634,65,65,52,52,58.7,62.846,46511.755,32368.061,268,282,13,13,0,0,6.7,10.846,0.010355228032821264,0.016113443374633787,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,0.0,502.7,506.846,0.0,0.0,0.197,0.199,0.0,0.0,0.021335,0.017062,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:20.957425,2023-03-10 10:37:21.426182,1678441040.957425,1678441041.426182,466.878602,467.347359,0.468758,20,34,1300,2008,65,64,65,52,65.0,59.059,22186.292,34269.288,260,240,13,12,13,0,13.0,7.059,0.02460989199186626,0.014204754973902847,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.588,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.458,0.0,0.0,0.000494,0.031714,1,BAD-PORTSCAN2,0,Normal
b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,b8:27:eb:15:88:9c,ff:ff:ff:ff:ff:ff,,,ARP,2023-03-10 10:37:21.018337,2023-03-10 10:37:21.018341,1678441041.018337,1678441041.018341,466.939514,466.939518,5e-06,3,0,180,0,60,,60,,60.0,,284972687.001,0.0,0,0,0,,0,,0.0,,2.0265579223632812e-06,,,,,,,,,,,,,,,,,,,,,,,,,,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:21.480292,2023-03-10 10:37:21.957428,1678441041.480292,1678441041.957428,467.401469,467.878605,0.477137,42,30,2478,1866,65,65,52,52,59.0,62.2,41547.824,31286.618,294,306,13,13,0,0,7.0,10.2,0.01162504568332579,0.01643399534554317,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.198,0.2,0.001,0.0,0.022394,0.028983,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:21.461715,2023-03-10 10:37:21.921114,1678441041.461715,1678441041.921114,467.382892,467.842291,0.4594,16,34,1040,1960,65,64,65,52,65.0,57.647,18110.58,34131.477,208,192,13,12,13,0,13.0,5.647,0.0005465348561604818,0.013921181360880533,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000578,0.000459,1,BAD-PORTSCAN2,0,Normal
198.18.134.12,198.18.134.15,b8:27:eb:5b:50:19,b8:27:eb:15:88:9c,198.18.134.12,198.18.134.15,IPV4-TCP,2023-03-10 10:37:21.921279,2023-03-10 10:37:22.421259,1678441041.921279,1678441042.421259,467.842456,468.342436,0.499981,10,22,650,1288,65,64,65,52,65.0,58.545,10400.396,20608.784,130,144,13,12,13,0,13.0,6.545,0.00046065118577745225,0.023808570135207402,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.495,0.0,0.0,0.00051,0.0499,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.12,b8:27:eb:6d:4f:4b,b8:27:eb:5b:50:19,198.18.134.11,198.18.134.12,IPV4-TCP,2023-03-10 10:37:22.080614,2023-03-10 10:37:22.558347,1678441042.080614,1678441042.558347,468.001791,468.479524,0.477734,42,30,2478,1866,65,65,52,52,59.0,62.2,41495.904,31247.521,294,306,13,13,0,0,7.0,10.2,0.011636437439337009,0.01645630803601495,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.2,0.0,0.0,0.020301,0.028973,1,BAD-PORTSCAN2,0,Normal
198.18.134.11,198.18.134.15,b8:27:eb:6d:4f:4b,b8:27:eb:15:88:9c,198.18.134.11,198.18.134.15,IPV4-TCP,2023-03-10 10:37:22.411988,2023-03-10 10:37:22.461720,1678441042.411988,1678441042.46172,468.333165,468.382897,0.049733,16,22,1040,1336,65,64,65,52,65.0,60.727,167293.448,214907.737,208,192,13,12,13,0,13.0,8.727,0.0005338033040364583,0.002368189039684477,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.041,0.0,0.0,0.00057,0.004586,1,BAD-PORTSCAN2,0,Normal
